1,0.014285812,0.078152499,0.009341042,0.078152499,0.051101493,0.078152499,0.033413664,5.71E-05,0.078152499,1.66E-10,0.078152499,0.078152499,0.00399371,0.00399371,0.078152499,0.051101493,0.014285812,2.28E-07,0.00261136,0.033413664,0.051101493,0.000204084,0.00399371,0.078152499,0.078152499,0.051101493,0.00261136,6.37E-08,0.051101493,0.006107816,1.30E-11,0.009341042,0.000477342,0.078152499,2.28E-07,0.078152499,0.00399371,8.73E-05,3.73E-05,0.078152499,0.051101493,0.009341042,0.078152499,0.009341042,0.021848142,0.078152499,0.078152499,0.078152499,0.051101493,0.021848142,0.033413664,0.009341042,0.009341042,0.006107816,0.014285812,0.014285812,0.001707487,0.014285812,0.051101493,0.078152499,0.078152499,0.006107816,0.078152499,0.078152499,0.006107816,3.73E-05,0.009341042,0.000730026,0.000477342,0.000133444,0.021848142,0.021848142,0.009341042,0.014285812,0.078152499,0.078152499,0.000477342,0.009341042,0.006107816,0.001116472,0.078152499,0.00399371,0.021848142,0.00399371,0.078152499,0.001116472,0.009341042
0.014285812,1,0.078152499,0.009341042,0.078152499,0.051101493,0.078152499,0.033413664,5.71E-05,0.078152499,1.66E-10,0.078152499,0.078152499,0.00399371,0.00399371,0.078152499,0.051101493,0.014285812,2.28E-07,0.00261136,0.033413664,0.051101493,0.000204084,0.00399371,0.078152499,0.078152499,0.051101493,0.00261136,6.37E-08,0.051101493,0.006107816,1.30E-11,0.009341042,0.000477342,0.078152499,2.28E-07,0.078152499,0.00399371,8.73E-05,3.73E-05,0.078152499,0.051101493,0.009341042,0.078152499,0.009341042,0.021848142,0.078152499,0.078152499,0.078152499,0.051101493,0.021848142,0.033413664,0.009341042,0.009341042,0.006107816,0.014285812,0.014285812,0.001707487,0.014285812,0.051101493,0.078152499,0.078152499,0.006107816,0.078152499,0.078152499,0.006107816,3.73E-05,0.009341042,0.000730026,0.000477342,0.000133444,0.021848142,0.021848142,0.009341042,0.014285812,0.078152499,0.078152499,0.000477342,0.009341042,0.006107816,0.001116472,0.078152499,0.00399371,0.021848142,0.00399371,0.078152499,0.001116472,0.009341042
0.078152499,0.078152499,1,0.051101493,0.427544206,0.279557718,0.427544206,0.182794026,0.000312118,0.427544206,9.10E-10,0.427544206,0.427544206,0.021848142,0.021848142,0.427544206,0.279557718,0.078152499,1.25E-06,0.014285812,0.182794026,0.279557718,0.001116472,0.021848142,0.427544206,0.427544206,0.279557718,0.014285812,3.48E-07,0.279557718,0.033413664,7.11E-11,0.051101493,0.00261136,0.427544206,1.25E-06,0.427544206,0.021848142,0.000477342,0.000204084,0.427544206,0.279557718,0.051101493,0.427544206,0.051101493,0.119523268,0.427544206,0.427544206,0.427544206,0.279557718,0.119523268,0.182794026,0.051101493,0.051101493,0.033413664,0.078152499,0.078152499,0.009341042,0.078152499,0.279557718,0.427544206,0.427544206,0.033413664,0.427544206,0.427544206,0.033413664,0.000204084,0.051101493,0.00399371,0.00261136,0.000730026,0.119523268,0.119523268,0.051101493,0.078152499,0.427544206,0.427544206,0.00261136,0.051101493,0.033413664,0.006107816,0.427544206,0.021848142,0.119523268,0.021848142,0.427544206,0.006107816,0.051101493
0.009341042,0.009341042,0.051101493,1,0.051101493,0.033413664,0.051101493,0.021848142,3.73E-05,0.051101493,1.09E-10,0.051101493,0.051101493,0.00261136,0.00261136,0.051101493,0.033413664,0.009341042,1.49E-07,0.001707487,0.021848142,0.033413664,0.000133444,0.00261136,0.051101493,0.051101493,0.033413664,0.00399371,4.17E-08,0.033413664,0.00399371,8.50E-12,0.006107816,0.000312118,0.051101493,1.49E-07,0.051101493,0.00261136,5.71E-05,2.44E-05,0.051101493,0.033413664,0.006107816,0.051101493,0.006107816,0.014285812,0.051101493,0.051101493,0.051101493,0.033413664,0.014285812,0.021848142,0.006107816,0.006107816,0.00399371,0.009341042,0.009341042,0.001116472,0.009341042,0.033413664,0.051101493,0.051101493,0.00399371,0.051101493,0.051101493,0.00399371,2.44E-05,0.006107816,0.000477342,0.000312118,8.73E-05,0.014285812,0.014285812,0.006107816,0.009341042,0.051101493,0.051101493,0.000312118,0.006107816,0.00399371,0.000730026,0.051101493,0.00261136,0.014285812,0.00261136,0.051101493,0.000730026,0.006107816
0.078152499,0.078152499,0.427544206,0.051101493,1,0.279557718,0.427544206,0.182794026,0.000312118,0.427544206,9.10E-10,0.427544206,0.427544206,0.021848142,0.021848142,0.427544206,0.279557718,0.078152499,2.92E-06,0.014285812,0.182794026,0.279557718,0.001116472,0.021848142,0.427544206,0.427544206,0.279557718,0.014285812,3.48E-07,0.279557718,0.033413664,1.66E-10,0.051101493,0.006107816,0.427544206,1.25E-06,0.427544206,0.021848142,0.000477342,0.000477342,0.427544206,0.279557718,0.051101493,0.427544206,0.051101493,0.119523268,0.427544206,0.427544206,0.427544206,0.279557718,0.119523268,0.182794026,0.051101493,0.051101493,0.033413664,0.078152499,0.078152499,0.009341042,0.078152499,0.279557718,0.427544206,0.427544206,0.033413664,0.427544206,0.427544206,0.033413664,0.000204084,0.051101493,0.00399371,0.006107816,0.000730026,0.119523268,0.119523268,0.051101493,0.078152499,0.427544206,0.427544206,0.00261136,0.051101493,0.033413664,0.006107816,0.427544206,0.021848142,0.119523268,0.021848142,0.427544206,0.006107816,0.051101493
0.051101493,0.051101493,0.279557718,0.033413664,0.279557718,1,0.653868626,0.119523268,0.000204084,0.279557718,5.95E-10,0.279557718,0.279557718,0.014285812,0.014285812,0.279557718,0.182794026,0.051101493,8.15E-07,0.009341042,0.119523268,0.182794026,0.000730026,0.014285812,0.279557718,0.279557718,0.182794026,0.009341042,2.28E-07,0.182794026,0.021848142,4.65E-11,0.033413664,0.001707487,0.279557718,8.15E-07,0.279557718,0.014285812,0.000312118,0.000133444,0.279557718,0.182794026,0.033413664,0.279557718,0.033413664,0.078152499,0.279557718,0.279557718,0.279557718,0.182794026,0.078152499,0.119523268,0.033413664,0.033413664,0.021848142,0.051101493,0.051101493,0.006107816,0.051101493,0.182794026,0.279557718,0.279557718,0.021848142,0.279557718,0.279557718,0.021848142,0.000133444,0.033413664,0.00261136,0.001707487,0.000477342,0.078152499,0.078152499,0.033413664,0.051101493,0.279557718,0.279557718,0.001707487,0.033413664,0.021848142,0.00399371,0.279557718,0.014285812,0.078152499,0.014285812,0.279557718,0.00399371,0.033413664
0.078152499,0.078152499,0.427544206,0.051101493,0.427544206,0.653868626,1,0.182794026,0.000312118,0.427544206,9.10E-10,0.427544206,0.427544206,0.021848142,0.021848142,0.427544206,0.279557718,0.078152499,1.25E-06,0.014285812,0.182794026,0.279557718,0.001116472,0.021848142,0.427544206,0.427544206,0.279557718,0.014285812,3.48E-07,0.279557718,0.033413664,7.11E-11,0.051101493,0.00261136,0.427544206,1.25E-06,0.427544206,0.021848142,0.000477342,0.000204084,0.427544206,0.279557718,0.051101493,0.427544206,0.051101493,0.119523268,0.427544206,0.427544206,0.427544206,0.279557718,0.119523268,0.182794026,0.051101493,0.051101493,0.033413664,0.078152499,0.078152499,0.009341042,0.078152499,0.279557718,0.427544206,0.427544206,0.033413664,0.427544206,0.427544206,0.033413664,0.000204084,0.051101493,0.00399371,0.00261136,0.000730026,0.119523268,0.119523268,0.051101493,0.078152499,0.427544206,0.427544206,0.00261136,0.051101493,0.033413664,0.006107816,0.427544206,0.021848142,0.119523268,0.021848142,0.427544206,0.006107816,0.051101493
0.033413664,0.033413664,0.182794026,0.021848142,0.182794026,0.119523268,0.182794026,1,0.000133444,0.182794026,3.89E-10,0.182794026,0.182794026,0.009341042,0.009341042,0.182794026,0.119523268,0.033413664,5.33E-07,0.006107816,0.078152499,0.119523268,0.000477342,0.009341042,0.182794026,0.182794026,0.119523268,0.006107816,1.49E-07,0.119523268,0.014285812,3.04E-11,0.021848142,0.001116472,0.182794026,5.33E-07,0.182794026,0.009341042,0.000204084,8.73E-05,0.182794026,0.119523268,0.021848142,0.182794026,0.021848142,0.051101493,0.182794026,0.182794026,0.182794026,0.119523268,0.051101493,0.078152499,0.021848142,0.021848142,0.014285812,0.033413664,0.033413664,0.00399371,0.033413664,0.119523268,0.182794026,0.182794026,0.014285812,0.182794026,0.182794026,0.014285812,8.73E-05,0.021848142,0.001707487,0.001116472,0.000312118,0.051101493,0.051101493,0.021848142,0.033413664,0.182794026,0.182794026,0.001116472,0.021848142,0.014285812,0.00261136,0.182794026,0.009341042,0.051101493,0.009341042,0.182794026,0.00261136,0.021848142
5.71E-05,5.71E-05,0.000312118,3.73E-05,0.000312118,0.000204084,0.000312118,0.000133444,1,0.000730026,1.55E-12,0.000312118,0.000312118,1.59E-05,1.59E-05,0.000312118,0.000204084,5.71E-05,4.98E-09,1.04E-05,0.000133444,0.000477342,8.15E-07,1.59E-05,0.000312118,0.000312118,0.000204084,1.04E-05,5.95E-10,0.000204084,2.44E-05,1.21E-13,3.73E-05,1.91E-06,0.000312118,9.10E-10,0.000312118,1.59E-05,3.48E-07,8.15E-07,0.000312118,0.000204084,3.73E-05,0.000312118,3.73E-05,8.73E-05,0.000312118,0.000312118,0.000730026,0.000204084,8.73E-05,0.000312118,3.73E-05,8.73E-05,2.44E-05,5.71E-05,5.71E-05,6.82E-06,5.71E-05,0.000204084,0.000312118,0.000312118,5.71E-05,0.000312118,0.000312118,2.44E-05,1.49E-07,3.73E-05,2.92E-06,1.91E-06,5.33E-07,0.000204084,8.73E-05,3.73E-05,5.71E-05,0.000730026,0.000312118,1.91E-06,3.73E-05,2.44E-05,4.46E-06,0.000312118,1.59E-05,8.73E-05,1.59E-05,0.000312118,4.46E-06,3.73E-05
0.078152499,0.078152499,0.427544206,0.051101493,0.427544206,0.279557718,0.427544206,0.182794026,0.000730026,1,2.13E-09,0.427544206,0.427544206,0.021848142,0.021848142,0.427544206,0.279557718,0.078152499,2.92E-06,0.014285812,0.182794026,0.653868626,0.001116472,0.021848142,0.427544206,0.427544206,0.279557718,0.014285812,3.48E-07,0.279557718,0.033413664,1.66E-10,0.051101493,0.00261136,0.427544206,1.25E-06,0.427544206,0.021848142,0.000477342,0.000477342,0.427544206,0.279557718,0.051101493,0.427544206,0.051101493,0.119523268,0.427544206,0.427544206,1,0.279557718,0.119523268,0.182794026,0.051101493,0.051101493,0.033413664,0.078152499,0.078152499,0.009341042,0.078152499,0.279557718,0.427544206,0.427544206,0.078152499,0.427544206,0.427544206,0.033413664,0.000204084,0.051101493,0.00399371,0.00261136,0.000730026,0.279557718,0.119523268,0.051101493,0.078152499,1,0.427544206,0.00261136,0.051101493,0.033413664,0.006107816,0.427544206,0.021848142,0.119523268,0.021848142,0.427544206,0.006107816,0.051101493
