0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
-0.23725131,-0.28104573,0.050014906,0.2538256,-1.1100248,0.21457367,-0.48228043,1.008665,0.4207943,0.4092756,-0.8235568,-0.21643326,1.4988989,-0.3598034,-1.1489118,-0.8613335,0.4696321,-1.2311311,0.13984536,0.91504264,-1.0491058,-1.0871964,0.3629607,-0.7366198,-0.58640623,-0.16706026,1.1960192,0.61040306,-0.6894139,-0.27448994,0.16784593,0.18485092,0.3028755,1.1310444,-1.1372663,0.43093586,-1.2848581,-0.4647824,1.1993026,0.28583896,-0.8311774,0.2958997,-1.1363193,1.4627308,-0.73946583,-0.04821428,-0.34587437,0.20460907,-0.5923361,-0.6354972,0.18816924,0.37556687,-0.50985616,-0.447031,0.77973014,-1.3809935,1.0218695,-0.45902866,-1.2181205,0.9521815,-0.37537953,-0.5124864,0.1177896,1.2031504,0.6373156,-0.16501251,0.9837043,0.19375625,0.19103874,-0.41310942,-0.37833247,-1.2860156,-1.0890023,-0.5804951,0.40195018,0.7070353,0.57742596,-1.1555629,-0.30359578,0.58886814,0.94406426,0.23308904,-1.0539979,-0.54629654
-0.1952757,-0.2882149,0.006247163,0.10259467,-1.1110953,0.23578589,-0.3429734,1.1356682,0.4314952,0.34244668,-0.722075,-0.21624777,1.4391867,-0.27271584,-1.1235362,-0.882359,0.43071544,-1.2998564,0.08367244,0.9184982,-1.0586519,-1.1913106,0.3509298,-0.70592725,-0.59786695,-0.043898445,1.2108479,0.6428688,-0.7917415,-0.28916392,0.09438402,0.15409866,0.34753734,1.106722,-1.1477314,0.4088884,-1.3337116,-0.4925478,1.2683272,0.30458713,-0.82817566,0.2607613,-1.1181183,1.4283522,-0.7864952,-0.048289463,-0.33074313,0.22528955,-0.63694084,-0.6305813,0.23720098,0.2380068,-0.48731154,-0.53096163,0.81684375,-1.3421403,1.0165719,-0.4568057,-1.3156147,1.0151292,-0.30725816,-0.5051952,0.15393607,1.2546836,0.7280408,-0.0637806,1.0172626,0.32640412,0.27677837,-0.3797596,-0.39809698,-1.2246717,-1.0309557,-0.5127319,0.34497082,0.75071144,0.5386762,-1.3314526,-0.26307777,0.6617225,0.79024243,0.14351843,-1.0286686,-0.6521906
-0.03956733,-0.32331166,-0.03865551,-0.03167872,-1.1543951,0.28658956,-0.14322527,1.2323097,0.3932115,0.2202546,-0.47967994,-0.32677534,1.4105994,-0.26473793,-0.98787004,-1.0082767,0.33215818,-1.311044,0.08443908,1.011126,-0.99171275,-1.2548561,0.22650766,-0.6889451,-0.6496231,0.017388139,1.098309,0.6893157,-0.83633333,-0.31244054,0.13999626,0.10717593,0.49899465,1.0932242,-1.1365535,0.38757843,-1.302551,-0.46120918,1.1907179,0.35085523,-0.7836754,0.3025354,-1.0460705,1.516052,-0.8776851,-0.05466879,-0.35680592,0.2869944,-0.5526599,-0.5358147,0.24498242,0.096783265,-0.37624472,-0.563543,0.78104454,-1.3742913,0.9683303,-0.3395422,-1.2985833,1.0481764,-0.14533779,-0.53454626,0.12162829,1.2038493,0.746205,0.029569633,1.031981,0.2867971,0.33868346,-0.3135487,-0.4054144,-1.073125,-1.0078062,-0.47099283,0.16711915,0.82636917,0.56141746,-1.5296428,-0.14846425,0.717118,0.7801565,0.03816227,-1.0810989,-0.7340321
-0.05203335,-0.3835957,-0.11476013,-0.003396398,-1.2132272,0.21014313,-0.2817106,1.220852,0.36156756,0.41045848,-0.5378015,-0.29504377,1.3513639,-0.21854722,-0.88576615,-0.8515432,0.25501007,-1.2545483,0.004588308,0.99210715,-1.0511066,-1.1898091,0.25898185,-0.7368113,-0.595708,-0.005413532,1.0932066,0.66974044,-0.94937545,-0.27778718,0.16625655,0.18685174,0.45289788,1.0406376,-1.0770532,0.41289634,-1.3647498,-0.4429284,1.2350616,0.34533584,-0.88576216,0.30477643,-1.0319464,1.485204,-0.8913859,-0.082512975,-0.34805048,0.28142217,-0.63650745,-0.46517995,0.22588187,0.14641118,-0.32981429,-0.55854344,0.7707706,-1.3705947,1.0327789,-0.3321413,-1.2428999,0.9565718,-0.20273697,-0.53191155,0.1813268,1.233744,0.72120273,0.08420482,0.9514055,0.18653706,0.3372095,-0.39826074,-0.44036347,-1.0771447,-1.0227377,-0.38919654,0.31492466,0.74735713,0.5801121,-1.4868059,-0.10670267,0.72940123,0.71314836,-0.00513214,-1.0426271,-0.696877
-0.14019886,-0.43580678,-0.26598948,-0.01196686,-1.2597607,0.19124818,-0.47488314,1.2710121,0.22992486,0.51443803,-0.6391339,-0.14494132,1.2949935,-0.29858488,-0.79906136,-0.73428047,0.30928943,-1.2469106,-0.028086513,0.9715887,-1.0720162,-1.0745704,0.31833568,-0.8220682,-0.48647878,-0.07138829,1.1059167,0.6466319,-0.91451627,-0.18623081,0.22390893,0.31229532,0.32743326,1.0356747,-1.0626451,0.4110301,-1.4272572,-0.4471719,1.3490803,0.30609554,-0.9721125,0.3212408,-1.0421984,1.3181722,-0.8444297,0.00169782,-0.36998045,0.3247658,-0.747578,-0.43067598,0.1855034,0.29860902,-0.32039154,-0.4601965,0.8162145,-1.4428871,1.0623157,-0.39242324,-1.2318299,0.823103,-0.4369008,-0.5361622,0.23923424,1.2379105,0.65188307,0.031850018,0.92751086,0.12983334,0.35008365,-0.5039424,-0.507879,-1.1135774,-1.0454783,-0.32318443,0.40380138,0.6717408,0.5998081,-1.4099708,-0.122108474,0.64902437,0.7130058,-0.03950751,-0.99338996,-0.62088794
-0.23770899,-0.39806262,-0.43221822,-0.083632514,-1.3373735,0.04218828,-0.4973836,1.323305,0.17969969,0.50103074,-0.70947313,0.054110836,1.1843872,-0.13127233,-0.804139,-0.7053834,0.236328,-1.3154695,-0.025198746,0.8947997,-1.0940728,-1.0497277,0.3684145,-0.8677763,-0.3184561,-0.05847858,1.076865,0.5538484,-0.96891534,-0.26903215,0.14251769,0.26371866,0.36877787,0.9683065,-1.0262215,0.34147125,-1.4316338,-0.5538246,1.3607165,0.3486309,-0.9458675,0.36794946,-1.0303097,1.19874,-0.79219764,0.1720838,-0.401243,0.27266365,-0.7857391,-0.6134305,0.18526587,0.25140253,-0.34346712,-0.40835646,0.9034179,-1.4066596,1.1522086,-0.3980395,-1.2559505,0.85427815,-0.6570017,-0.5023383,0.35287932,1.2415136,0.6871243,0.12285507,0.93217164,0.103371315,0.37712806,-0.5932478,-0.38043407,-1.2544159,-0.9396251,-0.3570318,0.46227098,0.69803786,0.5051482,-1.3885453,-0.24882147,0.6777413,0.7244199,-0.083278336,-0.9999659,-0.49976093
-0.19368565,-0.28714007,-0.4090999,0.002443768,-1.3731956,-0.006861392,-0.53875947,1.1700264,0.24731916,0.4216486,-0.64896065,0.059820246,1.2717255,-0.07023352,-0.8862868,-0.78983414,0.23772717,-1.3852496,0.14217307,0.8327169,-1.096014,-1.0187606,0.4444185,-1.0234946,-0.33679244,0.031058155,0.9552372,0.5200333,-1.0077078,-0.3693036,0.12900242,0.17852023,0.5268308,0.8948956,-1.0860968,0.32660976,-1.325791,-0.6550591,1.1867325,0.47737575,-0.81506246,0.4654303,-1.0230561,1.2960643,-0.78040564,0.3619647,-0.3431122,0.10740259,-0.7227835,-0.72621983,0.14272669,0.29407898,-0.4587239,-0.3821046,1.0300303,-1.3436329,1.2137382,-0.39305735,-1.1788017,0.9266067,-0.724336,-0.4864864,0.40862164,1.1858994,0.77947706,0.2176658,0.9677622,0.08217815,0.34334704,-0.61522365,-0.22020449,-1.3322637,-0.90837806,-0.49822843,0.5017732,0.81622434,0.614229,-1.2904929,-0.24001232,0.66515934,0.72819924,-0.06307974,-0.9682566,-0.43782255
0.019148953,-0.10516592,-0.3263745,0.032902278,-1.423402,-0.1247042,-0.4881708,1.1263355,0.2716526,0.26381534,-0.48170143,0.082386434,1.4005911,-0.26049682,-0.83508176,-0.86798143,0.25045308,-1.3847404,0.22252081,0.79030025,-1.0990638,-0.96475124,0.62841916,-1.1707447,-0.5922823,-0.000428963,0.9222039,0.45632815,-1.0883895,-0.44575673,0.048989095,0.30607852,0.7313092,0.80668825,-1.11128,0.34939924,-1.373574,-0.77357095,1.155374,0.65561914,-0.85568213,0.45953485,-1.0028056,1.2902641,-0.8046038,0.5602332,-0.30528677,0.05827593,-0.62274593,-0.64902973,0.098287456,0.36306164,-0.70527154,-0.4272376,1.2641815,-1.3419232,1.0958352,-0.41999438,-1.1664449,0.9590623,-0.6175673,-0.44850686,0.58183634,1.1480738,0.95341235,0.17183071,0.86890346,0.019745719,0.3712341,-0.5288736,-0.017503504,-1.1409917,-0.8024747,-0.72967803,0.6275155,0.7517874,0.7066261,-1.2727208,-0.10211921,0.72682524,0.6081221,-0.22482097,-0.79004717,-0.5952455
-0.034048725,0.031337928,-0.33583295,0.11556152,-1.5258439,-0.24937892,-0.42946854,1.0118629,0.3004622,0.26897228,-0.32222652,0.077734426,1.291006,-0.11481392,-0.6385044,-0.77601266,0.19638443,-1.2225304,0.18372086,0.84462243,-1.2329837,-0.869251,0.62231517,-1.2001226,-0.6678183,-0.029909573,0.8624127,0.5609391,-1.2035445,-0.4563731,-0.0946663,0.38880008,0.7201435,0.7743993,-0.9527976,0.30454642,-1.3425463,-0.7053008,1.0955502,0.669562,-0.90033066,0.45568568,-0.98485214,1.2858473,-0.85905814,0.3817091,-0.2522561,0.13683316,-0.5558236,-0.5757489,0.20947683,0.3781468,-0.6441184,-0.48191985,1.3279085,-1.1371945,1.0719177,-0.40409407,-0.97764647,0.83763045,-0.50767565,-0.4215788,0.4963707,1.0906724,1.0183424,0.3098573,0.66701853,-0.10423276,0.3473634,-0.48944217,0.120931625,-1.0151787,-0.76921,-0.7361517,0.6938169,0.57715,0.66225415,-1.1612638,0.057893336,0.8795382,0.39749312,-0.42058802,-0.6681559,-0.71475106
